base_year_month,nominal_capacity,port_stay_bunker_consumption,idling_bunker_consumption,pilot_inout_bunker_consumption
202501,4040,0.44,0,1.8
202501,4050,0.44,0,1.8
202501,4060,0.44,0,1.8
202501,4070,0.44,0,1.8
202501,4080,0.44,0,1.8
202501,4090,0.44,0,1.8
202501,4100,0.44,0,1.8
202501,4110,0.44,0,1.8
202501,4120,0.44,0,1.8
202501,4130,0.44,0,1.8
202501,4140,0.44,0,1.8
202501,4150,0.44,0,1.8
202501,4160,0.44,0,1.8
202501,4170,0.44,0,1.8
202501,4180,0.44,0,1.8
202501,4190,0.44,0,1.8
202501,4200,0.44,0,1.8
202501,4210,0.44,0,1.8
202501,4220,0.44,0,1.8
202501,4230,0.44,0,1.8
202501,4240,0.44,0,1.8
202501,4250,0.44,0,1.8
202501,4260,0.44,0,1.8
202501,4270,0.44,0,1.8
202501,4280,0.44,0,1.8
202501,4290,0.44,0,1.8
202501,4300,0.44,0,1.8
202501,4310,0.44,0,1.8
202501,4320,0.44,0,1.8
202501,4330,0.44,0,1.8
202501,4340,0.44,0,1.8
202501,4350,0.44,0,1.8
202501,4360,0.44,0,1.8
202501,4370,0.44,0,1.8
202501,4380,0.44,0,1.8
202501,4390,0.44,0,1.8
202501,4400,0.44,0,1.8
202501,4410,0.44,0,1.8
202501,4420,0.44,0,1.8
202501,4430,0.44,0,1.8
202501,4440,0.44,0,1.8
202501,4450,0.44,0,1.8
202501,4460,0.44,0,1.8
202501,4470,0.44,0,1.8
202501,4480,0.44,0,1.8
202501,4490,0.44,0,1.8
202501,4500,0.44,0,1.8
202501,4510,0.44,0,1.8
202501,4520,0.44,0,1.8
202501,4530,0.44,0,1.8
202501,4540,0.44,0,1.8
202501,4550,0.44,0,1.8
202501,4560,0.44,0,1.8
202501,4570,0.44,0,1.8
202501,4580,0.44,0,1.8
202501,4590,0.44,0,1.8
202501,4600,0.44,0,1.8
202501,4610,0.44,0,1.8
202501,4620,0.44,0,1.8
202501,4630,0.44,0,1.8
202501,4640,0.44,0,1.8
202501,4650,0.44,0,1.8
202501,4660,0.44,0,1.8
202501,4670,0.44,0,1.8
202501,4680,0.44,0,1.8
202501,4690,0.44,0,1.8
202501,4700,0.44,0,1.8
202501,4710,0.44,0,1.8
202501,4720,0.44,0,1.8
202501,4730,0.44,0,1.8
202501,4740,0.44,0,1.8
202501,4750,0.44,0,1.8
202501,4760,0.44,0,1.8
202501,4770,0.44,0,1.8
202501,4780,0.44,0,1.8
202501,4790,0.44,0,1.8
202501,4800,0.44,0,1.8
202501,4810,0.44,0,1.8
202501,4820,0.44,0,1.8
202501,4830,0.44,0,1.8
202501,4840,0.44,0,1.8
202501,4850,0.44,0,1.8
202501,4860,0.44,0,1.8
202501,4870,0.44,0,1.8
202501,4880,0.44,0,1.8
202501,4890,0.44,0,1.8
202501,4900,0.44,0,1.8
202501,4910,0.44,0,1.8
202501,4920,0.44,0,1.8
202501,4930,0.44,0,1.8
202501,4940,0.44,0,1.8
202501,4950,0.44,0,1.8
202501,4960,0.44,0,1.8
202501,4970,0.44,0,1.8
202501,4980,0.44,0,1.8
202501,4990,0.44,0,1.8
202501,5000,0.44,0,1.8
202501,5010,0.44,0,1.8
202501,5020,0.44,0,1.8
202501,5030,0.44,0,1.8
202501,5040,0.44,0,1.8
202501,5050,0.44,0,1.8
202501,5060,0.44,0,1.8
202501,5070,0.44,0,1.8
202501,5080,0.44,0,1.8
202501,5090,0.44,0,1.8
202501,5100,0.44,0,1.8
202501,5110,0.44,0,1.8
202501,5120,0.44,0,1.8
202501,5130,0.44,0,1.8
202501,5140,0.44,0,1.8
202501,5150,0.44,0,1.8
202501,5160,0.44,0,1.8
202501,5170,0.44,0,1.8
202501,5180,0.44,0,1.8
202501,5190,0.44,0,1.8
202501,5200,0.44,0,1.8
202501,5210,0.44,0,1.8
202501,5220,0.44,0,1.8
202501,5230,0.44,0,1.8
202501,5240,0.44,0,1.8
202501,5250,0.44,0,1.8
202501,5260,0.44,0,1.8
202501,5270,0.44,0,1.8
202501,5280,0.44,0,1.8
202501,5320,0.44,0,1.8
202501,5290,0.44,0,1.8
202501,5300,0.44,0,1.8
202501,5310,0.44,0,1.8
202501,5330,0.44,0,1.8
202501,5340,0.44,0,1.8
202501,5350,0.44,0,1.8
202501,5360,0.44,0,1.8
202501,5370,0.44,0,1.8
202501,5380,0.44,0,1.8
202501,5390,0.44,0,1.8
202501,5400,0.49,0,1.9
202501,5410,0.49,0,1.9
202501,5420,0.49,0,1.9
202501,5430,0.49,0,1.9
202501,5440,0.49,0,1.9
202501,5450,0.49,0,1.9
202501,5460,0.49,0,1.9
202501,5470,0.49,0,1.9
202501,5480,0.49,0,1.9
202501,5490,0.49,0,1.9
202501,5500,0.49,0,1.9
202501,5510,0.49,0,1.9
202501,5520,0.49,0,1.9
202501,5530,0.49,0,1.9
202501,5540,0.49,0,1.9
202501,5550,0.49,0,1.9
202501,5560,0.49,0,1.9
202501,5570,0.49,0,1.9
202501,5580,0.49,0,1.9
202501,5590,0.49,0,1.9
202501,5600,0.49,0,1.9
202501,5610,0.49,0,1.9
202501,5620,0.49,0,1.9
202501,5630,0.49,0,1.9
202501,5640,0.49,0,1.9
202501,5650,0.49,0,1.9
202501,5660,0.49,0,1.9
202501,5670,0.49,0,1.9
202501,5680,0.49,0,1.9
202501,5690,0.49,0,1.9
202501,5700,0.49,0,1.9
202501,5710,0.49,0,1.9
202501,5720,0.49,0,1.9
202501,5730,0.49,0,1.9
202501,5740,0.49,0,1.9
202501,5750,0.49,0,1.9
202501,5760,0.49,0,1.9
202501,5770,0.49,0,1.9
202501,5780,0.49,0,1.9
202501,5790,0.49,0,1.9
202501,5800,0.49,0,1.9
202501,5810,0.49,0,1.9
202501,5820,0.49,0,1.9
202501,5830,0.49,0,1.9
202501,5840,0.49,0,1.9
202501,5850,0.49,0,1.9
202501,5860,0.49,0,1.9
202501,5870,0.49,0,1.9
202501,5880,0.49,0,1.9
202501,5890,0.49,0,1.9
202501,5900,0.49,0,1.9
202501,5910,0.49,0,1.9
202501,5920,0.49,0,1.9
202501,5930,0.49,0,1.9
202501,5940,0.49,0,1.9
202501,5950,0.49,0,1.9
202501,5960,0.49,0,1.9
202501,5970,0.49,0,1.9
202501,5980,0.49,0,1.9
202501,5990,0.49,0,1.9
202501,6000,0.49,0,1.9
202501,6010,0.49,0,1.9
202501,6020,0.49,0,1.9
202501,6030,0.49,0,1.9
202501,6040,0.49,0,1.9
202501,6050,0.49,0,1.9
202501,6060,0.49,0,1.9
202501,6070,0.49,0,1.9
202501,6080,0.49,0,1.9
202501,6090,0.49,0,1.9
202501,6100,0.49,0,1.9
202501,6110,0.49,0,1.9
202501,6120,0.49,0,1.9
202501,6130,0.49,0,1.9
202501,6140,0.49,0,1.9
202501,6150,0.49,0,1.9
202501,6160,0.49,0,1.9
202501,6170,0.49,0,1.9
202501,6180,0.49,0,1.9
202501,6190,0.49,0,1.9
202501,6200,0.49,0,1.9
202501,6210,0.49,0,1.9
202501,6220,0.49,0,1.9
202501,6230,0.49,0,1.9
202501,6240,0.49,0,1.9
202501,6250,0.49,0,1.9
202501,6260,0.49,0,1.9
202501,6270,0.49,0,1.9
202501,6280,0.49,0,1.9
202501,6290,0.49,0,1.9
202501,6300,0.49,0,1.9
202501,6310,0.49,0,1.9
202501,6320,0.49,0,1.9
202501,6330,0.49,0,1.9
202501,6340,0.49,0,1.9
202501,6350,0.49,0,1.9
202501,6360,0.49,0,1.9
202501,6370,0.49,0,1.9
202501,6380,0.49,0,1.9
202501,6390,0.49,0,1.9
202501,6400,0.49,0,1.9
202501,6410,0.49,0,1.9
202501,6420,0.49,0,1.9
202501,6430,0.49,0,1.9
202501,6440,0.49,0,1.9
202501,6450,0.49,0,1.9
202501,6460,0.49,0,1.9
202501,6470,0.49,0,1.9
202501,6500,0.49,0,1.95
202501,6480,0.49,0,1.9
202501,6490,0.49,0,1.9
202501,6510,0.49,0,1.95
202501,6520,0.49,0,1.95
202501,6530,0.49,0,1.95
202501,6540,0.49,0,1.95
202501,6550,0.49,0,1.95
202501,6560,0.49,0,1.95
202501,6570,0.49,0,1.95
202501,6580,0.49,0,1.95
202501,6590,0.49,0,1.95
202501,6600,0.49,0,1.95
202501,6610,0.49,0,1.95
202501,6620,0.49,0,1.95
202501,6630,0.49,0,1.95
202501,6640,0.49,0,1.95
202501,6650,0.49,0,1.95
202501,6660,0.49,0,1.95
202501,6670,0.49,0,1.95
202501,6680,0.49,0,1.95
202501,6690,0.49,0,1.95
202501,6700,0.49,0,1.95
202501,6710,0.49,0,1.95
202501,6720,0.49,0,1.95
202501,6730,0.49,0,1.95
202501,6740,0.49,0,1.95
202501,6750,0.49,0,1.95
202501,6760,0.49,0,1.95
202501,6770,0.49,0,1.95
202501,6780,0.49,0,1.95
202501,6790,0.49,0,1.95
202501,6800,0.49,0,1.95
202501,6810,0.49,0,1.95
202501,6820,0.49,0,1.95
202501,6830,0.49,0,1.95
202501,6840,0.49,0,1.95
202501,6850,0.49,0,1.95
202501,6860,0.49,0,1.95
202501,6870,0.49,0,1.95
202501,6880,0.49,0,1.95
202501,6890,0.49,0,1.95
202501,6900,0.49,0,1.95
202501,6910,0.49,0,1.95
202501,6920,0.49,0,1.95
202501,6930,0.49,0,1.95
202501,6940,0.49,0,1.95
202501,6950,0.49,0,1.95
202501,6960,0.49,0,1.95
202501,6970,0.49,0,1.95
202501,6980,0.49,0,1.95
202501,6990,0.49,0,1.95
202501,7000,0.49,0,1.95
202501,7010,0.49,0,1.95
202501,7020,0.49,0,1.95
202501,7030,0.49,0,1.95
202501,7040,0.49,0,1.95
202501,7050,0.49,0,1.95
202501,7060,0.49,0,1.95
202501,7070,0.49,0,1.95
202501,7080,0.49,0,1.95
202501,7090,0.49,0,1.95
202501,7100,0.49,0,1.95
202501,7110,0.49,0,1.95
202501,7120,0.49,0,1.95
202501,7130,0.49,0,1.95
202501,7140,0.49,0,1.95
202501,7150,0.49,0,1.95
202501,7160,0.49,0,1.95
202501,7170,0.49,0,1.95
202501,7180,0.49,0,1.95
202501,7190,0.49,0,1.95
202501,7200,0.49,0,2.07
202501,7210,0.49,0,2.07
202501,7220,0.49,0,2.07
202501,7230,0.49,0,2.07
202501,7240,0.49,0,2.07
202501,7250,0.49,0,2.07
202501,7260,0.49,0,2.07
202501,7270,0.49,0,2.07
202501,7280,0.49,0,2.07
202501,7290,0.49,0,2.07
202501,7300,0.49,0,2.07
202501,7310,0.49,0,2.07
202501,7320,0.49,0,2.07
202501,7330,0.49,0,2.07
202501,7340,0.49,0,2.07
202501,7350,0.49,0,2.07
202501,7360,0.49,0,2.07
202501,7370,0.49,0,2.07
202501,7380,0.49,0,2.07
202501,7390,0.49,0,2.07
202501,7400,0.49,0,2.07
202501,7410,0.49,0,2.07
202501,7420,0.49,0,2.07
202501,7430,0.49,0,2.07
202501,7440,0.49,0,2.07
202501,7450,0.49,0,2.07
202501,7460,0.49,0,2.07
202501,7470,0.49,0,2.07
202501,7480,0.49,0,2.07
202501,7490,0.49,0,2.07
202501,7500,0.51,0,2.12
202501,7510,0.51,0,2.12
202501,7520,0.51,0,2.12
202501,7530,0.51,0,2.12
202501,7540,0.51,0,2.12
202501,7550,0.51,0,2.12
202501,7560,0.51,0,2.12
202501,7570,0.51,0,2.12
202501,7580,0.51,0,2.12
202501,7590,0.51,0,2.12
202501,7600,0.51,0,2.12
202501,7610,0.51,0,2.12
202501,7620,0.51,0,2.12
202501,7630,0.51,0,2.12
202501,7640,0.51,0,2.12
202501,7650,0.51,0,2.12
202501,7660,0.51,0,2.12
202501,7700,0.51,0,2.12
202501,7670,0.51,0,2.12
202501,7680,0.51,0,2.12
202501,7690,0.51,0,2.12
202501,7710,0.51,0,2.12
202501,7720,0.51,0,2.12
202501,7730,0.51,0,2.12
202501,7740,0.51,0,2.12
202501,7750,0.51,0,2.12
202501,7760,0.51,0,2.12
202501,7770,0.51,0,2.12
202501,7780,0.51,0,2.12
202501,7790,0.51,0,2.12
202501,7800,0.51,0,2.12
202501,7810,0.51,0,2.12
202501,7820,0.51,0,2.12
202501,7830,0.51,0,2.12
202501,7840,0.51,0,2.12
202501,7850,0.51,0,2.12
202501,7860,0.51,0,2.12
202501,7870,0.51,0,2.12
202501,7880,0.51,0,2.12
202501,7890,0.51,0,2.12
202501,7900,0.51,0,2.12
202501,7910,0.51,0,2.12
202501,7920,0.51,0,2.12
202501,7930,0.51,0,2.12
202501,7940,0.51,0,2.12
202501,7950,0.51,0,2.12
202501,7960,0.51,0,2.12
202501,7970,0.51,0,2.12
202501,7980,0.51,0,2.12
202501,7990,0.51,0,2.12
202501,8000,0.51,0,2.12
202501,8010,0.51,0,2.12
202501,8020,0.51,0,2.12
202501,8030,0.51,0,2.12
202501,8040,0.51,0,2.12
202501,8050,0.51,0,2.12
202501,8060,0.51,0,2.12
202501,8070,0.51,0,2.12
202501,8080,0.51,0,2.12
202501,8090,0.51,0,2.12
202501,8100,0.51,0,2.12
202501,8110,0.51,0,2.12
202501,8120,0.51,0,2.12
202501,8130,0.51,0,2.12
202501,8140,0.51,0,2.12
202501,8150,0.51,0,2.12
202501,8160,0.51,0,2.12
202501,8170,0.51,0,2.12
202501,8180,0.51,0,2.12
202501,8190,0.51,0,2.12
202501,8200,0.51,0,2.12
202501,8210,0.51,0,2.12
202501,8220,0.51,0,2.12
202501,8230,0.51,0,2.12
202501,8240,0.51,0,2.12
202501,8250,0.51,0,2.12
202501,8260,0.51,0,2.12
202501,8270,0.51,0,2.12
202501,8280,0.51,0,2.12
202501,8290,0.51,0,2.12
202501,8300,0.51,0,2.12
202501,8310,0.51,0,2.12
202501,8320,0.51,0,2.12
202501,8330,0.51,0,2.12
202501,8340,0.51,0,2.12
202501,8350,0.51,0,2.12
202501,8360,0.51,0,2.12
202501,8370,0.51,0,2.12
202501,8380,0.51,0,2.12
202501,8390,0.51,0,2.12
202501,8400,0.51,0,2.12
202501,8410,0.51,0,2.12
202501,8420,0.51,0,2.12
202501,8430,0.51,0,2.12
202501,8440,0.51,0,2.12
202501,8450,0.51,0,2.12
202501,8460,0.51,0,2.12
202501,8470,0.51,0,2.12
202501,8480,0.51,0,2.12
202501,8490,0.51,0,2.12
202501,8500,0.51,0,2.12
202501,8510,0.51,0,2.12
202501,8520,0.51,0,2.12
202501,8530,0.51,0,2.12
202501,8540,0.51,0,2.12
202501,8550,0.51,0,2.12
202501,8560,0.51,0,2.12
202501,8570,0.51,0,2.12
202501,8580,0.51,0,2.12
202501,8590,0.51,0,2.12
202501,8600,0.51,0,2.12
202501,8610,0.51,0,2.12
202501,8620,0.51,0,2.12
202501,8630,0.51,0,2.12
202501,8640,0.51,0,2.12
202501,8650,0.51,0,2.12
202501,8660,0.51,0,2.12
202501,8670,0.51,0,2.12
202501,8680,0.51,0,2.12
202501,8690,0.51,0,2.12
202501,8700,0.51,0,2.12
202501,8710,0.51,0,2.12
202501,8720,0.51,0,2.12
202501,8730,0.51,0,2.12
202501,8740,0.51,0,2.12
202501,8750,0.51,0,2.12
202501,8760,0.51,0,2.12
202501,8770,0.51,0,2.12
202501,8780,0.51,0,2.12
202501,8790,0.51,0,2.12
202501,8800,0.69,0,2.21
202501,8810,0.69,0,2.21
202501,8820,0.69,0,2.21
202501,8830,0.69,0,2.21
202501,8840,0.69,0,2.21
202501,8850,0.69,0,2.21
202501,8890,0.69,0,2.21
202501,8860,0.69,0,2.21
202501,8870,0.69,0,2.21
202501,8880,0.69,0,2.21
202501,8900,0.69,0,2.21
202501,8910,0.69,0,2.21
202501,8920,0.69,0,2.21
202501,8930,0.69,0,2.21
202501,8940,0.69,0,2.21
202501,8950,0.69,0,2.25
202501,8960,0.69,0,2.25
202501,8970,0.69,0,2.25
202501,8980,0.69,0,2.25
202501,8990,0.69,0,2.25
202501,9000,0.69,0,2.25
202501,9010,0.69,0,2.25
202501,9020,0.69,0,2.25
202501,9030,0.69,0,2.25
202501,9040,0.69,0,2.25
202501,9050,0.69,0,2.25
202501,9060,0.69,0,2.25
202501,9070,0.69,0,2.25
202501,9080,0.69,0,2.25
202501,9090,0.69,0,2.25
202501,9100,0.69,0,2.25
202501,9110,0.69,0,2.25
202501,9120,0.69,0,2.25
202501,9130,0.69,0,2.25
202501,9140,0.69,0,2.25
202501,9150,0.69,0,2.25
202501,9160,0.69,0,2.25
202501,9170,0.69,0,2.25
202501,9180,0.69,0,2.25
202501,9190,0.69,0,2.25
202501,9200,0.69,0,2.25
202501,9210,0.69,0,2.25
202501,9220,0.69,0,2.25
202501,9230,0.69,0,2.25
202501,9240,0.69,0,2.25
202501,9250,0.69,0,2.25
202501,9260,0.69,0,2.25
202501,9270,0.69,0,2.25
202501,9280,0.69,0,2.25
202501,9290,0.69,0,2.25
202501,9300,0.69,0,2.25
202501,9310,0.69,0,2.25
202501,9320,0.69,0,2.25
202501,9330,0.69,0,2.25
202501,9340,0.69,0,2.25
202501,9350,0.69,0,2.25
202501,9360,0.69,0,2.25
202501,9370,0.69,0,2.25
202501,9380,0.69,0,2.25
202501,9390,0.69,0,2.25
202501,9400,0.69,0,2.25
202501,9410,0.69,0,2.25
202501,9420,0.69,0,2.25
202501,9430,0.69,0,2.25
202501,9440,0.69,0,2.25
202501,9450,0.69,0,2.25
202501,9460,0.69,0,2.25
202501,9470,0.69,0,2.25
202501,9480,0.69,0,2.25
202501,9490,0.69,0,2.25
202501,9500,0.69,0,2.25
202501,9510,0.69,0,2.25
202501,9520,0.69,0,2.25
202501,9530,0.69,0,2.25
202501,9540,0.69,0,2.25
202501,9550,0.69,0,2.25
202501,9560,0.69,0,2.25
202501,9570,0.69,0,2.25
202501,9580,0.69,0,2.25
202501,9590,0.69,0,2.25
202501,9600,0.69,0,2.25
202501,9610,0.69,0,2.25
202501,9620,0.69,0,2.25
202501,9630,0.69,0,2.25
202501,9640,0.69,0,2.25
202501,9650,0.69,0,2.25
202501,9660,0.69,0,2.25
202501,9670,0.69,0,2.25
202501,9680,0.69,0,2.25
202501,9690,0.69,0,2.25
202501,9700,0.69,0,2.25
202501,9710,0.69,0,2.25
202501,9720,0.69,0,2.25
202501,9730,0.69,0,2.25
202501,9740,0.69,0,2.25
202501,9750,0.69,0,2.25
202501,9760,0.69,0,2.25
202501,9770,0.69,0,2.25
202501,9780,0.69,0,2.25
202501,9790,0.69,0,2.25
202501,9800,0.82,0,2.35
202501,9810,0.82,0,2.35
202501,9820,0.82,0,2.35
202501,9830,0.82,0,2.35
202501,9840,0.82,0,2.35
202501,9850,0.82,0,2.35
202501,9860,0.82,0,2.35
202501,9870,0.82,0,2.35
202501,9880,0.82,0,2.35
202501,9890,0.82,0,2.35
202501,9900,0.82,0,2.35
202501,9910,0.82,0,2.35
202501,9920,0.82,0,2.35
202501,9930,0.82,0,2.35
202501,9940,0.82,0,2.35
202501,9950,0.82,0,2.35
202501,9960,0.82,0,2.35
202501,9970,0.82,0,2.35
202501,9980,0.82,0,2.35
202501,9990,0.82,0,2.35
202501,10000,0.82,0,2.35
202501,10010,0.82,0,2.35
202501,10020,0.82,0,2.35
202501,10030,0.82,0,2.35
202501,10040,0.82,0,2.35
202501,10080,0.82,0,2.35
202501,10050,0.82,0,2.35
202501,10060,0.82,0,2.35
202501,10070,0.82,0,2.35
202501,10090,0.82,0,2.35
202501,10100,0.82,0,2.35
202501,10110,0.82,0,2.35
202501,10120,0.82,0,2.35
202501,10130,0.82,0,2.35
202501,10140,0.82,0,2.35
202501,10150,0.82,0,2.35
202501,10160,0.82,0,2.35
202501,10170,0.82,0,2.35
202501,10180,0.82,0,2.35
202501,10190,0.82,0,2.35
202501,10200,0.82,0,2.35
202501,10210,0.82,0,2.35
202501,10220,0.82,0,2.35
202501,10230,0.82,0,2.35
202501,10240,0.82,0,2.35
202501,10250,0.82,0,2.35
202501,10260,0.82,0,2.35
202501,10270,0.82,0,2.35
202501,10280,0.82,0,2.35
202501,10290,0.82,0,2.35
202501,10300,0.82,0,2.35
202501,10310,0.82,0,2.35
202501,10320,0.82,0,2.35
202501,10330,0.82,0,2.35
202501,10340,0.82,0,2.35
202501,10350,0.82,0,2.35
202501,10360,0.82,0,2.35
202501,10370,0.82,0,2.35
202501,10380,0.82,0,2.35
202501,10390,0.82,0,2.35
202501,10400,0.82,0,2.35
202501,10410,0.82,0,2.35
202501,10420,0.82,0,2.35
202501,10430,0.82,0,2.35
202501,10440,0.82,0,2.35
202501,10450,0.82,0,2.35
202501,10460,0.82,0,2.35
202501,10470,0.82,0,2.35
202501,10480,0.82,0,2.35
202501,10490,0.82,0,2.35
202501,10500,0.82,0,2.35
202501,10510,0.82,0,2.35
202501,10520,0.82,0,2.35
202501,10530,0.82,0,2.35
202501,10540,0.82,0,2.35
202501,10550,0.82,0,2.35
202501,10560,0.82,0,2.35
202501,10570,0.82,0,2.35
202501,10580,0.82,0,2.35
202501,10590,0.82,0,2.35
202501,10600,0.82,0,2.35
202501,10610,0.82,0,2.35
202501,10620,0.82,0,2.35
202501,10630,0.82,0,2.35
202501,10640,0.82,0,2.35
202501,10650,0.82,0,2.35
202501,10660,0.82,0,2.35
202501,10670,0.82,0,2.35
202501,10680,0.82,0,2.35
202501,10690,0.82,0,2.35
202501,10700,0.82,0,2.35
202501,10710,0.82,0,2.35
202501,10720,0.82,0,2.35
202501,10730,0.82,0,2.35
202501,10740,0.82,0,2.35
202501,10750,0.82,0,2.35
202501,10760,0.82,0,2.35
202501,10770,0.82,0,2.35
202501,10780,0.82,0,2.35
202501,10790,0.82,0,2.35
202501,10800,0.82,0,2.35
202501,10810,0.82,0,2.35
202501,10820,0.82,0,2.35
202501,10830,0.82,0,2.35
202501,10840,0.82,0,2.35
202501,10850,0.82,0,2.35
202501,10860,0.82,0,2.35
202501,10870,0.82,0,2.35
202501,10880,0.82,0,2.35
202501,10890,0.82,0,2.35
202501,10900,0.82,0,2.35
202501,10910,0.82,0,2.35
202501,10920,0.82,0,2.35
202501,10930,0.82,0,2.35
202501,10940,0.82,0,2.35
202501,10950,0.82,0,2.35
202501,10960,0.82,0,2.35
202501,10970,0.82,0,2.35
202501,10980,0.82,0,2.35
202501,10990,0.82,0,2.35
202501,11000,0.84,0,2.45
202501,11010,0.84,0,2.45
202501,11020,0.84,0,2.45
202501,11030,0.84,0,2.45
202501,11040,0.84,0,2.45
202501,11050,0.84,0,2.45
202501,11060,0.84,0,2.45
202501,11070,0.84,0,2.45
202501,11080,0.84,0,2.45
202501,11090,0.84,0,2.45
202501,11100,0.84,0,2.45
202501,11110,0.84,0,2.45
202501,11120,0.84,0,2.45
202501,11130,0.84,0,2.45
202501,11140,0.84,0,2.45
202501,11150,0.84,0,2.45
202501,11160,0.84,0,2.45
202501,11170,0.84,0,2.45
