base_year_month,port_code,full_empty_code,container_code,currency_code,ts_cost
202501,BRITJ02,F,D2,BRL,485
202501,BRITJ02,F,D4,BRL,485
202501,BRITJ02,F,D5,BRL,485
202501,BRITJ02,F,D7,BRL,485
202501,BRITJ02,F,R2,BRL,485
202501,BRITJ02,F,R5,BRL,485
202501,BRITJ02,M,D2,BRL,295
202501,BRITJ02,M,D4,BRL,295
202501,BRITJ02,M,D5,BRL,295
202501,BRITJ02,M,D7,BRL,295
202501,BRITJ02,M,R2,BRL,295
202501,BRITJ02,M,R5,BRL,295
202501,BRMAO03,F,D2,BRL,493
202501,BRMAO03,F,D4,BRL,493
202501,BRMAO03,F,D5,BRL,493
202501,BRMAO03,F,D7,BRL,493
202501,BRMAO03,F,R2,BRL,493
202501,BRMAO03,F,R5,BRL,493
202501,BRMAO03,M,D2,BRL,188
202501,BRMAO03,M,D4,BRL,188
202501,BRMAO03,M,D5,BRL,188
202501,BRMAO03,M,D7,BRL,188
202501,BRMAO03,M,R2,BRL,188
202501,BRMAO03,M,R5,BRL,188
202501,BRNVT01,F,D2,BRL,458
202501,BRNVT01,F,D4,BRL,458
202501,BRNVT01,F,D5,BRL,458
202501,BRNVT01,F,D7,BRL,458
202501,BRNVT01,F,R2,BRL,458
202501,BRNVT01,F,R5,BRL,458
202501,BRNVT01,M,D2,BRL,242
202501,BRNVT01,M,D4,BRL,242
202501,BRNVT01,M,D5,BRL,242
202501,BRNVT01,M,D7,BRL,242
202501,BRNVT01,M,R2,BRL,242
202501,BRNVT01,M,R5,BRL,242
202501,BRPEC01,F,D2,BRL,665
202501,BRPEC01,F,D4,BRL,665
202501,BRPEC01,F,D5,BRL,665
202501,BRPEC01,F,D7,BRL,665
202501,BRPEC01,F,R2,BRL,665
202501,BRPEC01,F,R5,BRL,665
202501,BRPNG01,F,D2,BRL,622
202501,BRPNG01,F,D4,BRL,622
202501,BRPNG01,F,D5,BRL,622
202501,BRPNG01,F,D7,BRL,622
202501,BRPNG01,F,R2,BRL,622
202501,BRPNG01,F,R5,BRL,622
202501,BRPNG01,M,D2,BRL,482
202501,BRPNG01,M,D4,BRL,482
202501,BRPNG01,M,D5,BRL,482
202501,BRPNG01,M,D7,BRL,482
202501,BRPNG01,M,R2,BRL,482
202501,BRPNG01,M,R5,BRL,482
202501,BRRIG01,F,D2,USD,33
202501,BRRIG01,F,D4,USD,33
202501,BRRIG01,F,D5,USD,33
202501,BRRIG01,F,D7,USD,33
202501,BRRIG01,F,R2,USD,33
202501,BRRIG01,F,R5,USD,33
202501,BRRIG01,M,D2,USD,33
202501,BRRIG01,M,D4,USD,33
202501,BRRIG01,M,D5,USD,33
202501,BRRIG01,M,D7,USD,33
202501,BRRIG01,M,R2,USD,33
202501,BRRIG01,M,R5,USD,33
202501,BRRIO01,F,D2,BRL,229
202501,BRRIO01,F,D4,BRL,229
202501,BRRIO01,F,D5,BRL,229
202501,BRRIO01,F,D7,BRL,229
202501,BRRIO01,F,R2,BRL,229
202501,BRRIO01,F,R5,BRL,229
202501,BRRIO01,M,D2,BRL,213
202501,BRRIO01,M,D4,BRL,213
202501,BRRIO01,M,D5,BRL,213
202501,BRRIO01,M,D7,BRL,213
202501,BRRIO01,M,R2,BRL,213
202501,BRRIO01,M,R5,BRL,213
202501,BRRIO05,F,D2,BRL,179
202501,BRRIO05,F,D4,BRL,179
202501,BRRIO05,F,D5,BRL,179
202501,BRRIO05,F,D7,BRL,179
202501,BRRIO05,F,R2,BRL,179
202501,BRRIO05,F,R5,BRL,179
202501,BRRIO05,M,D2,BRL,127
202501,BRRIO05,M,D4,BRL,127
202501,BRRIO05,M,D5,BRL,127
202501,BRRIO05,M,D7,BRL,127
202501,BRRIO05,M,R2,BRL,127
202501,BRRIO05,M,R5,BRL,127
202501,BRSSA01,F,D2,BRL,1223
202501,BRSSA01,F,D4,BRL,1223
202501,BRSSA01,F,D5,BRL,1223
202501,BRSSA01,F,D7,BRL,1223
202501,BRSSA01,F,R2,BRL,1223
202501,BRSSA01,F,R5,BRL,1223
202501,BRSSA01,M,D2,BRL,741
202501,BRSSA01,M,D4,BRL,741
202501,BRSSA01,M,D5,BRL,741
202501,BRSSA01,M,D7,BRL,741
202501,BRSSA01,M,R2,BRL,741
202501,BRSSA01,M,R5,BRL,741
202501,BRSSZ04,F,D2,BRL,352
202501,BRSSZ04,F,D4,BRL,352
202501,BRSSZ04,F,D5,BRL,352
202501,BRSSZ04,F,D7,BRL,352
202501,BRSSZ04,F,R2,BRL,352
202501,BRSSZ04,F,R5,BRL,352
202501,BRSSZ04,M,D2,BRL,352
202501,BRSSZ04,M,D4,BRL,352
202501,BRSSZ04,M,D5,BRL,352
202501,BRSSZ04,M,D7,BRL,352
202501,BRSSZ04,M,R2,BRL,352
202501,BRSSZ04,M,R5,BRL,352
202501,BRSSZ11,F,D2,USD,61
202501,BRSSZ11,F,D4,USD,61
202501,BRSSZ11,F,D5,USD,61
202501,BRSSZ11,F,D7,USD,61
202501,BRSSZ11,F,R2,USD,61
202501,BRSSZ11,F,R5,USD,61
202501,BRSSZ11,M,D2,USD,53
202501,BRSSZ11,M,D4,USD,53
202501,BRSSZ11,M,D5,USD,53
202501,BRSSZ11,M,D7,USD,53
202501,BRSSZ11,M,R2,USD,53
202501,BRSSZ11,M,R5,USD,53
202501,BRSSZ12,F,D2,USD,139
202501,BRSSZ12,F,D4,USD,139
202501,BRSSZ12,F,D5,USD,139
202501,BRSSZ12,F,D7,USD,139
202501,BRSSZ12,F,R2,USD,139
202501,BRSSZ12,F,R5,USD,139
202501,BRSSZ12,M,D2,USD,136
202501,BRSSZ12,M,D4,USD,136
202501,BRSSZ12,M,D5,USD,136
202501,BRSSZ12,M,D7,USD,136
202501,BRSSZ12,M,R2,USD,136
202501,BRSSZ12,M,R5,USD,136
202501,BRSUA01,F,D2,BRL,994
202501,BRSUA01,F,D4,BRL,994
202501,BRSUA01,F,D5,BRL,994
202501,BRSUA01,F,D7,BRL,994
202501,BRSUA01,F,R2,BRL,994
202501,BRSUA01,F,R5,BRL,994
202501,BRSUA01,M,D2,BRL,994
202501,BRSUA01,M,D4,BRL,994
202501,BRSUA01,M,D5,BRL,994
202501,BRSUA01,M,D7,BRL,994
202501,BRSUA01,M,R2,BRL,994
202501,BRSUA01,M,R5,BRL,994
202501,BRVLD01,F,D2,BRL,627
202501,BRVLD01,F,D4,BRL,627
202501,BRVLD01,F,D5,BRL,627
202501,BRVLD01,F,D7,BRL,627
202501,BRVLD01,F,R2,BRL,627
202501,BRVLD01,F,R5,BRL,627
202501,BRVLD01,M,D2,BRL,198
202501,BRVLD01,M,D4,BRL,198
202501,BRVLD01,M,D5,BRL,198
202501,BRVLD01,M,D7,BRL,198
202501,BRVLD01,M,R2,BRL,198
202501,BRVLD01,M,R5,BRL,198
202501,CAHAL01,F,D2,CAD,174
202501,CAHAL01,F,D4,CAD,174
202501,CAHAL01,F,D5,CAD,174
202501,CAHAL01,F,D7,CAD,174
202501,CAHAL01,F,R2,CAD,174
202501,CAHAL01,F,R5,CAD,174
202501,CAHAL02,F,D2,CAD,197
202501,CAHAL02,F,D4,CAD,197
202501,CAHAL02,F,D5,CAD,197
202501,CAHAL02,F,D7,CAD,197
202501,CAHAL02,F,R2,CAD,197
202501,CAHAL02,F,R5,CAD,197
202501,CAPRR01,F,D2,CAD,532
202501,CAPRR01,F,D4,CAD,532
202501,CAPRR01,F,D5,CAD,532
202501,CAPRR01,F,D7,CAD,532
202501,CAPRR01,F,R2,CAD,532
202501,CAPRR01,F,R5,CAD,532
202501,CASJB01,F,D2,CAD,150
202501,CASJB01,F,D4,CAD,150
202501,CASJB01,F,D5,CAD,150
202501,CASJB01,F,D7,CAD,150
202501,CASJB01,F,R2,CAD,150
202501,CASJB01,F,R5,CAD,150
202501,CAVAN01,F,D2,CAD,338
202501,CAVAN01,F,D4,CAD,338
202501,CAVAN01,F,D5,CAD,338
202501,CAVAN01,F,D7,CAD,338
202501,CAVAN01,F,R2,CAD,338
202501,CAVAN01,F,R5,CAD,338
202501,CAVAN02,F,D2,CAD,338
202501,CAVAN02,F,D4,CAD,338
202501,CAVAN02,F,D5,CAD,338
202501,CAVAN02,F,D7,CAD,338
202501,CAVAN02,F,R2,CAD,338
202501,CAVAN02,F,R5,CAD,338
202501,CAVAN03,F,D2,CAD,577
202501,CAVAN03,F,D4,CAD,577
202501,CAVAN03,F,D5,CAD,577
202501,CAVAN03,F,D7,CAD,577
202501,CAVAN03,F,R2,CAD,577
202501,CAVAN03,F,R5,CAD,577
202501,CAVAN03,M,D2,CAD,577
202501,CAVAN03,M,D4,CAD,577
202501,CAVAN03,M,D5,CAD,577
202501,CAVAN03,M,D7,CAD,577
202501,CAVAN03,M,R2,CAD,577
202501,CAVAN03,M,R5,CAD,577
202501,CAVAN04,F,D2,CAD,498
202501,CAVAN04,F,D4,CAD,498
202501,CAVAN04,F,D5,CAD,498
202501,CAVAN04,F,D7,CAD,498
202501,CAVAN04,F,R2,CAD,498
202501,CAVAN04,F,R5,CAD,498
202501,CIABJ01,F,D2,XOF,52313
202501,CIABJ01,F,D4,XOF,78715
202501,CIABJ01,F,D5,XOF,78715
202501,CIABJ01,F,D7,XOF,78715
202501,CIABJ01,F,R2,XOF,52313
202501,CIABJ01,F,R5,XOF,78715
202501,CIABJ01,M,D2,XOF,26157
202501,CIABJ01,M,D4,XOF,39358
202501,CIABJ01,M,D5,XOF,39358
202501,CIABJ01,M,D7,XOF,39358
202501,CIABJ01,M,R2,XOF,26157
202501,CIABJ01,M,R5,XOF,39358
202501,CIABJ09,F,D2,XOF,32798
202501,CIABJ09,F,D4,XOF,49197
202501,CIABJ09,F,D5,XOF,49197
202501,CIABJ09,F,D7,XOF,49197
202501,CIABJ09,F,R2,XOF,32798
202501,CIABJ09,F,R5,XOF,49197
202501,CIABJ09,M,D2,XOF,52313
202501,CIABJ09,M,D4,XOF,78715
202501,CIABJ09,M,D5,XOF,78715
202501,CIABJ09,M,D7,XOF,78715
202501,CIABJ09,M,R2,XOF,52313
202501,CIABJ09,M,R5,XOF,78715
202501,CLCNL01,F,D2,USD,88
202501,CLCNL01,F,D4,USD,88
202501,CLCNL01,F,D5,USD,88
202501,CLCNL01,F,D7,USD,88
202501,CLCNL01,F,R2,USD,88
202501,CLCNL01,F,R5,USD,88
202501,CLCNL01,M,D2,USD,88
202501,CLCNL01,M,D4,USD,88
202501,CLCNL01,M,D5,USD,88
202501,CLCNL01,M,D7,USD,88
202501,CLCNL01,M,R2,USD,88
202501,CLCNL01,M,R5,USD,88
202501,CLLQN01,F,D2,USD,136
202501,CLLQN01,F,D4,USD,136
202501,CLLQN01,F,D5,USD,136
202501,CLLQN01,F,D7,USD,136
202501,CLLQN01,F,R2,USD,136
202501,CLLQN01,F,R5,USD,136
202501,CLLQN01,M,D2,USD,136
202501,CLLQN01,M,D4,USD,136
202501,CLLQN01,M,D5,USD,136
202501,CLLQN01,M,D7,USD,136
202501,CLLQN01,M,R2,USD,136
202501,CLLQN01,M,R5,USD,136
202501,CLSAI01,F,D2,USD,52
202501,CLSAI01,F,D4,USD,70
202501,CLSAI01,F,D5,USD,70
202501,CLSAI01,F,R2,USD,52
202501,CLSAI01,F,R5,USD,70
202501,CLSAI01,M,D2,USD,52
202501,CLSAI01,M,D4,USD,70
202501,CLSAI01,M,D5,USD,70
202501,CLSAI01,M,R2,USD,52
202501,CLSAI01,M,R5,USD,70
202501,CLSVE01,F,D2,USD,54
202501,CLSVE01,F,D4,USD,54
202501,CLSVE01,F,D5,USD,54
202501,CLSVE01,F,D7,USD,54
202501,CLSVE01,F,R2,USD,54
202501,CLSVE01,F,R5,USD,54
202501,CLSVE01,M,D2,USD,54
202501,CLSVE01,M,D4,USD,54
202501,CLSVE01,M,D5,USD,54
202501,CLSVE01,M,D7,USD,54
202501,CLSVE01,M,R2,USD,54
202501,CLSVE01,M,R5,USD,54
202501,CLVAP01,F,D2,USD,56
202501,CLVAP01,F,D4,USD,85
202501,CLVAP01,F,D5,USD,85
202501,CLVAP01,F,R2,USD,56
202501,CLVAP01,F,R5,USD,85
202501,CLVAP01,M,D2,USD,56
202501,CLVAP01,M,D4,USD,85
202501,CLVAP01,M,D5,USD,85
202501,CLVAP01,M,R2,USD,56
202501,CLVAP01,M,R5,USD,85
202501,CNDCB01,F,D2,CNY,275
202501,CNDCB01,F,D4,CNY,413
202501,CNDCB01,F,D5,CNY,413
202501,CNDCB01,F,D7,CNY,516
202501,CNDCB01,F,R2,CNY,482
202501,CNDCB01,F,R5,CNY,722
202501,CNDCB01,M,D2,CNY,220
202501,CNDCB01,M,D4,CNY,330
202501,CNDCB01,M,D5,CNY,330
202501,CNDCB01,M,D7,CNY,413
202501,CNDCB01,M,R2,CNY,220
202501,CNDCB01,M,R5,CNY,330
202501,CNDLC01,F,D2,CNY,292
202501,CNDLC01,F,D4,CNY,446
202501,CNDLC01,F,D5,CNY,446
202501,CNDLC01,F,D7,CNY,656
202501,CNDLC01,F,R2,CNY,325
202501,CNDLC01,F,R5,CNY,484
202501,CNDLC01,M,D2,CNY,517
202501,CNDLC01,M,D4,CNY,770
202501,CNDLC01,M,D5,CNY,770
202501,CNDLC01,M,D7,CNY,1163
202501,CNDLC01,M,R2,CNY,561
202501,CNDLC01,M,R5,CNY,847
202501,CNFUG02,F,D2,CNY,256
202501,CNFUG02,F,D4,CNY,383
202501,CNFUG02,F,D5,CNY,383
202501,CNFUG02,F,D7,CNY,479
202501,CNFUG02,F,R2,CNY,316
202501,CNFUG02,F,R5,CNY,474
